ID,Prompt,PhraseA,PhraseB,Test 3
20953,"Is Phrase B contrary to Phrase A? Answer exactly ""Yes"" or ""No"" only.

EXAMPLES:
1. A=no_evident_not_easy_check-in, B=customer_wait_10_minute_for_greet -> Yes
2. A=no_evident_not_easy_check-in, B=no_one_give_key_on_late_check-in -> No
3. A=no_evident_not_great_quality, B=shampoo_seem_cheap_considering_hotel_cost -> Yes
4. A=no_evident_not_great_quality, B=expensive_hotel -> No
5. A=no_evident_not_helpful_staff, B=staff_not_speak_English_properly -> Yes
6. A=no_evident_not_helpful_staff, B=not_kind_staff -> No
7. A=no_evident_not_good_check-out_time, B=staff_not_allow_late_check-out_for_delay_plane -> Yes

ADVICE:
- Don't decide from shared keywords alone (e.g. both mentioning ""staff"" or ""not"") — check the actual meaning.
- Same general topic is not enough; B must be about the same specific claim A is defending.
- B must be genuine counter-evidence, not just a related-but-different complaint (see example 2 and 6).
- If it's ambiguous or only loosely related, default to No — Contrary should be a clear, direct contradiction.

[Question] Phrase B is feel_welcome_from_arrival_moment. Phrase A is no_evident_not_spotless_hotel.
",no_evident_not_spotless_hotel,feel_welcome_from_arrival_moment,No
3649,"Is Phrase B contrary to Phrase A? Answer exactly ""Yes"" or ""No"" only.

EXAMPLES:
1. A=no_evident_not_easy_check-in, B=customer_wait_10_minute_for_greet -> Yes
2. A=no_evident_not_easy_check-in, B=no_one_give_key_on_late_check-in -> No
3. A=no_evident_not_great_quality, B=shampoo_seem_cheap_considering_hotel_cost -> Yes
4. A=no_evident_not_great_quality, B=expensive_hotel -> No
5. A=no_evident_not_helpful_staff, B=staff_not_speak_English_properly -> Yes
6. A=no_evident_not_helpful_staff, B=not_kind_staff -> No
7. A=no_evident_not_good_check-out_time, B=staff_not_allow_late_check-out_for_delay_plane -> Yes

ADVICE:
- Don't decide from shared keywords alone (e.g. both mentioning ""staff"" or ""not"") — check the actual meaning.
- Same general topic is not enough; B must be about the same specific claim A is defending.
- B must be genuine counter-evidence, not just a related-but-different complaint (see example 2 and 6).
- If it's ambiguous or only loosely related, default to No — Contrary should be a clear, direct contradiction.

[Question] Phrase B is beautifully_kept_hotel. Phrase A is no_evident_not_spacious_hotel.
",no_evident_not_spacious_hotel,beautifully_kept_hotel,No
820,"Is Phrase B contrary to Phrase A? Answer exactly ""Yes"" or ""No"" only.

EXAMPLES:
1. A=no_evident_not_easy_check-in, B=customer_wait_10_minute_for_greet -> Yes
2. A=no_evident_not_easy_check-in, B=no_one_give_key_on_late_check-in -> No
3. A=no_evident_not_great_quality, B=shampoo_seem_cheap_considering_hotel_cost -> Yes
4. A=no_evident_not_great_quality, B=expensive_hotel -> No
5. A=no_evident_not_helpful_staff, B=staff_not_speak_English_properly -> Yes
6. A=no_evident_not_helpful_staff, B=not_kind_staff -> No
7. A=no_evident_not_good_check-out_time, B=staff_not_allow_late_check-out_for_delay_plane -> Yes

ADVICE:
- Don't decide from shared keywords alone (e.g. both mentioning ""staff"" or ""not"") — check the actual meaning.
- Same general topic is not enough; B must be about the same specific claim A is defending.
- B must be genuine counter-evidence, not just a related-but-different complaint (see example 2 and 6).
- If it's ambiguous or only loosely related, default to No — Contrary should be a clear, direct contradiction.

[Question] Phrase B is welcoming_hotel. Phrase A is no_evident_not_not_big_hotel.
",no_evident_not_not_big_hotel,welcoming_hotel,No
24300,"Is Phrase B contrary to Phrase A? Answer exactly ""Yes"" or ""No"" only.

EXAMPLES:
1. A=no_evident_not_easy_check-in, B=customer_wait_10_minute_for_greet -> Yes
2. A=no_evident_not_easy_check-in, B=no_one_give_key_on_late_check-in -> No
3. A=no_evident_not_great_quality, B=shampoo_seem_cheap_considering_hotel_cost -> Yes
4. A=no_evident_not_great_quality, B=expensive_hotel -> No
5. A=no_evident_not_helpful_staff, B=staff_not_speak_English_properly -> Yes
6. A=no_evident_not_helpful_staff, B=not_kind_staff -> No
7. A=no_evident_not_good_check-out_time, B=staff_not_allow_late_check-out_for_delay_plane -> Yes

ADVICE:
- Don't decide from shared keywords alone (e.g. both mentioning ""staff"" or ""not"") — check the actual meaning.
- Same general topic is not enough; B must be about the same specific claim A is defending.
- B must be genuine counter-evidence, not just a related-but-different complaint (see example 2 and 6).
- If it's ambiguous or only loosely related, default to No — Contrary should be a clear, direct contradiction.

[Question] Phrase B is cozy_atmosphere. Phrase A is no_evident_not_as_expected_hotel.
",no_evident_not_as_expected_hotel,cozy_atmosphere,No
9013,"Is Phrase B contrary to Phrase A? Answer exactly ""Yes"" or ""No"" only.

EXAMPLES:
1. A=no_evident_not_easy_check-in, B=customer_wait_10_minute_for_greet -> Yes
2. A=no_evident_not_easy_check-in, B=no_one_give_key_on_late_check-in -> No
3. A=no_evident_not_great_quality, B=shampoo_seem_cheap_considering_hotel_cost -> Yes
4. A=no_evident_not_great_quality, B=expensive_hotel -> No
5. A=no_evident_not_helpful_staff, B=staff_not_speak_English_properly -> Yes
6. A=no_evident_not_helpful_staff, B=not_kind_staff -> No
7. A=no_evident_not_good_check-out_time, B=staff_not_allow_late_check-out_for_delay_plane -> Yes

ADVICE:
- Don't decide from shared keywords alone (e.g. both mentioning ""staff"" or ""not"") — check the actual meaning.
- Same general topic is not enough; B must be about the same specific claim A is defending.
- B must be genuine counter-evidence, not just a related-but-different complaint (see example 2 and 6).
- If it's ambiguous or only loosely related, default to No — Contrary should be a clear, direct contradiction.

[Question] Phrase B is clean_hotel. Phrase A is no_evident_not_small_hotel_which_we_like.
",no_evident_not_small_hotel_which_we_like,clean_hotel,No
8025,"Is Phrase B contrary to Phrase A? Answer exactly ""Yes"" or ""No"" only.

EXAMPLES:
1. A=no_evident_not_easy_check-in, B=customer_wait_10_minute_for_greet -> Yes
2. A=no_evident_not_easy_check-in, B=no_one_give_key_on_late_check-in -> No
3. A=no_evident_not_great_quality, B=shampoo_seem_cheap_considering_hotel_cost -> Yes
4. A=no_evident_not_great_quality, B=expensive_hotel -> No
5. A=no_evident_not_helpful_staff, B=staff_not_speak_English_properly -> Yes
6. A=no_evident_not_helpful_staff, B=not_kind_staff -> No
7. A=no_evident_not_good_check-out_time, B=staff_not_allow_late_check-out_for_delay_plane -> Yes

ADVICE:
- Don't decide from shared keywords alone (e.g. both mentioning ""staff"" or ""not"") — check the actual meaning.
- Same general topic is not enough; B must be about the same specific claim A is defending.
- B must be genuine counter-evidence, not just a related-but-different complaint (see example 2 and 6).
- If it's ambiguous or only loosely related, default to No — Contrary should be a clear, direct contradiction.

[Question] Phrase B is brand_new_fitting. Phrase A is no_evident_not_offered_food.
",no_evident_not_offered_food,brand_new_fitting,No
7315,"Is Phrase B contrary to Phrase A? Answer exactly ""Yes"" or ""No"" only.

EXAMPLES:
1. A=no_evident_not_easy_check-in, B=customer_wait_10_minute_for_greet -> Yes
2. A=no_evident_not_easy_check-in, B=no_one_give_key_on_late_check-in -> No
3. A=no_evident_not_great_quality, B=shampoo_seem_cheap_considering_hotel_cost -> Yes
4. A=no_evident_not_great_quality, B=expensive_hotel -> No
5. A=no_evident_not_helpful_staff, B=staff_not_speak_English_properly -> Yes
6. A=no_evident_not_helpful_staff, B=not_kind_staff -> No
7. A=no_evident_not_good_check-out_time, B=staff_not_allow_late_check-out_for_delay_plane -> Yes

ADVICE:
- Don't decide from shared keywords alone (e.g. both mentioning ""staff"" or ""not"") — check the actual meaning.
- Same general topic is not enough; B must be about the same specific claim A is defending.
- B must be genuine counter-evidence, not just a related-but-different complaint (see example 2 and 6).
- If it's ambiguous or only loosely related, default to No — Contrary should be a clear, direct contradiction.

[Question] Phrase B is pet_friendly. Phrase A is no_evident_not_quiet_hotel.
",no_evident_not_quiet_hotel,pet_friendly,No
4573,"Is Phrase B contrary to Phrase A? Answer exactly ""Yes"" or ""No"" only.

EXAMPLES:
1. A=no_evident_not_easy_check-in, B=customer_wait_10_minute_for_greet -> Yes
2. A=no_evident_not_easy_check-in, B=no_one_give_key_on_late_check-in -> No
3. A=no_evident_not_great_quality, B=shampoo_seem_cheap_considering_hotel_cost -> Yes
4. A=no_evident_not_great_quality, B=expensive_hotel -> No
5. A=no_evident_not_helpful_staff, B=staff_not_speak_English_properly -> Yes
6. A=no_evident_not_helpful_staff, B=not_kind_staff -> No
7. A=no_evident_not_good_check-out_time, B=staff_not_allow_late_check-out_for_delay_plane -> Yes

ADVICE:
- Don't decide from shared keywords alone (e.g. both mentioning ""staff"" or ""not"") — check the actual meaning.
- Same general topic is not enough; B must be about the same specific claim A is defending.
- B must be genuine counter-evidence, not just a related-but-different complaint (see example 2 and 6).
- If it's ambiguous or only loosely related, default to No — Contrary should be a clear, direct contradiction.

[Question] Phrase B is feel_welcome_from_arrival_moment. Phrase A is no_evident_not_allow_stay_with_animal.
",no_evident_not_allow_stay_with_animal,feel_welcome_from_arrival_moment,No
24133,"Is Phrase B contrary to Phrase A? Answer exactly ""Yes"" or ""No"" only.

EXAMPLES:
1. A=no_evident_not_easy_check-in, B=customer_wait_10_minute_for_greet -> Yes
2. A=no_evident_not_easy_check-in, B=no_one_give_key_on_late_check-in -> No
3. A=no_evident_not_great_quality, B=shampoo_seem_cheap_considering_hotel_cost -> Yes
4. A=no_evident_not_great_quality, B=expensive_hotel -> No
5. A=no_evident_not_helpful_staff, B=staff_not_speak_English_properly -> Yes
6. A=no_evident_not_helpful_staff, B=not_kind_staff -> No
7. A=no_evident_not_good_check-out_time, B=staff_not_allow_late_check-out_for_delay_plane -> Yes

ADVICE:
- Don't decide from shared keywords alone (e.g. both mentioning ""staff"" or ""not"") — check the actual meaning.
- Same general topic is not enough; B must be about the same specific claim A is defending.
- B must be genuine counter-evidence, not just a related-but-different complaint (see example 2 and 6).
- If it's ambiguous or only loosely related, default to No — Contrary should be a clear, direct contradiction.

[Question] Phrase B is clean_hotel. Phrase A is no_evident_not_as_expected_hotel.
",no_evident_not_as_expected_hotel,clean_hotel,Yes
3359,"Is Phrase B contrary to Phrase A? Answer exactly ""Yes"" or ""No"" only.

EXAMPLES:
1. A=no_evident_not_easy_check-in, B=customer_wait_10_minute_for_greet -> Yes
2. A=no_evident_not_easy_check-in, B=no_one_give_key_on_late_check-in -> No
3. A=no_evident_not_great_quality, B=shampoo_seem_cheap_considering_hotel_cost -> Yes
4. A=no_evident_not_great_quality, B=expensive_hotel -> No
5. A=no_evident_not_helpful_staff, B=staff_not_speak_English_properly -> Yes
6. A=no_evident_not_helpful_staff, B=not_kind_staff -> No
7. A=no_evident_not_good_check-out_time, B=staff_not_allow_late_check-out_for_delay_plane -> Yes

ADVICE:
- Don't decide from shared keywords alone (e.g. both mentioning ""staff"" or ""not"") — check the actual meaning.
- Same general topic is not enough; B must be about the same specific claim A is defending.
- B must be genuine counter-evidence, not just a related-but-different complaint (see example 2 and 6).
- If it's ambiguous or only loosely related, default to No — Contrary should be a clear, direct contradiction.

[Question] Phrase B is airy_hotel. Phrase A is no_evident_not_lovely_little_hotel.
",no_evident_not_lovely_little_hotel,airy_hotel,Yes
